transaction_date,user_id,transaction_id,product_amount,payment_category,is_churned
2023-08-24,USER_00975,4ef97d92-fd71-406d-9f57-6daac104b60c,3366.31,QRIS (Bank-based),1
2023-08-24,USER_06105,76411eb6-92bb-45bc-8266-fe3ecdcd7a2f,1238.04,QRIS (Wallet-based),0
2023-08-24,USER_05483,83719b09-f0c1-4387-940d-7887070c9356,6361.03,Non-QRIS (Cards),1
2023-08-24,USER_03020,c62a1a6c-4108-4e32-a49a-e621c4cf7cd1,2966.49,QRIS (Bank-based),1
2023-08-24,USER_00836,eef0ec78-df0d-4f08-9397-7f5d91511cec,8591.59,Non-QRIS (Cards),1
2023-08-25,USER_09219,bc531e39-cb1c-421f-a103-be39f7f80c6d,4804.37,QRIS (Wallet-based),1
2023-08-25,USER_02867,6f247193-36fc-4ecf-a484-75da7a556e16,7572.76,QRIS (Wallet-based),1
2023-08-25,USER_08415,8c5f4fa8-a76b-46ce-9734-c5f3129c34cc,5841.56,Non-QRIS (Cards),1
2023-08-25,USER_00933,29f43ae0-e54f-472c-9a06-e4326c581b03,5060.40,QRIS (Bank-based),1
2023-08-25,USER_00664,69852da3-c8a2-4f28-b358-f661e1ef68f6,6696.57,QRIS (Bank-based),0
2023-08-25,USER_06850,e6b75594-2fd3-4b13-9961-a78718a09802,6139.37,Non-QRIS (Cards),1
2023-08-25,USER_09242,e4e06d74-5019-4c1c-9e6f-72a13cb0d55e,311.14,Non-QRIS (Cards),1
2023-08-25,USER_06733,6cd180f1-cd2f-44d3-8f81-afc5e3d16e9b,4241.54,Non-QRIS (Cards),1
2023-08-25,USER_01196,56df4426-491c-4a04-a78c-0c30ebbbebc4,9425.57,Non-QRIS (Cards),1
2023-08-25,USER_02750,824f8b67-469f-41c2-9647-8440694c25d9,2356.93,Non-QRIS (Cards),1
2023-08-25,USER_05320,fa48c4e7-90f5-4cc0-8793-4e33d6319e0a,7395.31,Non-QRIS (Cards),1
2023-08-25,USER_09262,92bfc69e-b10d-4510-97c0-680cc2b7c8ea,7602.07,QRIS (Wallet-based),1
2023-08-25,USER_06818,8d1428cb-4a7e-43dd-beda-3bc54865b79e,6337.18,Non-QRIS (Cards),1
2023-08-25,USER_01268,bfff01fd-a0f1-4798-8339-25d5a53802d3,3692.30,QRIS (Bank-based),1
2023-08-26,USER_09924,0417b394-5ecb-4b8f-b47d-4a5083857e09,1142.21,QRIS (Wallet-based),1
2023-08-26,USER_07258,06ce6a70-0dd9-45b6-8a3a-7029420cb38e,285.88,QRIS (Wallet-based),1
2023-08-26,USER_09996,3a534caf-6a8e-437f-9fc0-9c618c32965e,4850.57,QRIS (Wallet-based),1
2023-08-26,USER_03718,2abe84f3-f768-4c3c-aed0-e87a1ea1b54f,2561.56,Non-QRIS (Cards),1
2023-08-26,USER_02774,2c46ab5a-857e-4cda-9a11-07155dc70e6a,7444.55,QRIS (Bank-based),1
2023-08-26,USER_02811,8d3fcff9-cedd-4e1b-8ecd-8768513c588d,4107.54,QRIS (Wallet-based),1
2023-08-26,USER_02102,aadcdecc-e35e-49a6-a26d-3a6bc2e8599c,8138.42,QRIS (Wallet-based),1
2023-08-27,USER_09149,16f56a5f-d078-4c97-9c4d-186f3a6a6005,7753.32,Non-QRIS (Cards),1
2023-08-27,USER_02898,244f408a-bf66-446b-b91a-4cf5b975c23c,401.62,Non-QRIS (Cards),1
2023-08-27,USER_03240,846463d6-e901-4ac5-8d48-a51479370c63,9798.21,QRIS (Bank-based),1
2023-08-27,USER_02003,fbde7f5e-495c-40f5-9dc4-f2ddb431dd66,3219.31,QRIS (Wallet-based),1
2023-08-27,USER_00265,6864b904-d7ac-4e67-9ac5-22c822552777,7838.24,Non-QRIS (Cards),1
2023-08-27,USER_02119,b68c74d4-83e3-4feb-b798-8347fc56b9b6,9563.15,QRIS (Bank-based),1
2023-08-27,USER_09176,1b8a151b-c23a-4212-9dfd-a2bdfbd8195f,8770.44,QRIS (Wallet-based),1
2023-08-28,USER_01496,86586ced-1fe3-48d3-8a23-f3979fcf3ab3,5436.10,QRIS (Wallet-based),1
2023-08-28,USER_05834,cd843cc4-a697-479c-b8be-c9ff2f97f28d,2008.49,Non-QRIS (Cards),0
2023-08-28,USER_00028,78b81362-4180-43e2-a794-97888a41faa5,159.65,QRIS (Bank-based),0
2023-08-28,USER_05235,475ae117-6657-48b5-87e6-9fa2814efdef,9479.03,QRIS (Wallet-based),1
2023-08-28,USER_01438,17644a73-ed3e-4c4d-b07c-357655640716,808.63,QRIS (Wallet-based),1
2023-08-29,USER_00531,1fc9b5e7-83bd-41dd-ad63-6957c8316ef2,4637.33,Non-QRIS (Cards),1
2023-08-29,USER_02780,1baa999e-87c7-4a8a-8fe5-9740398f6695,6639.25,QRIS (Wallet-based),1
2023-08-29,USER_09440,228847cc-6b71-4fc0-b4ba-7ec458d9ea90,4260.66,QRIS (Wallet-based),1
2023-08-29,USER_01017,53dc933f-56e1-40a9-a4fb-dd946cc61a41,8409.93,QRIS (Wallet-based),1
2023-08-29,USER_00037,c53c8f5c-f4d9-41ba-a02d-9d0869652e59,5217.66,QRIS (Wallet-based),1
2023-08-29,USER_07960,4c90bb3b-095d-4091-98e6-5690c713e2c6,4156.30,Non-QRIS (Cards),1
2023-08-29,USER_03376,8c4a1da4-fe16-47dd-b86e-3e4f6ee6f29b,8952.34,Non-QRIS (Cards),1
2023-08-29,USER_05098,c88ef3ed-c755-489d-a44a-9eb22ab6f15d,8459.50,Non-QRIS (Cards),1
2023-08-29,USER_05169,94e74a34-65bc-498d-8172-a2ad46768093,7881.82,Non-QRIS (Cards),1
2023-08-29,USER_09907,71f60e3c-b447-4c6f-a80a-c3fb9ec39e4d,1377.65,QRIS (Wallet-based),1
2023-08-29,USER_00371,9a4eda85-bcda-40bb-a9b4-bcb778ceef42,2910.30,QRIS (Wallet-based),1
2023-08-29,USER_06230,318775f8-28d0-40e3-81b8-c64ff13025c6,7160.72,QRIS (Wallet-based),1
2023-08-29,USER_04371,fa69b2ab-fc17-4974-aa5f-a44b1b5303ca,5617.83,QRIS (Wallet-based),0
2023-08-29,USER_02079,4d1fd4c1-1e50-4651-9c58-354fc75bd459,1131.67,QRIS (Bank-based),1
2023-08-29,USER_06707,22d07df2-c47c-4278-b40b-ea190510fa78,9082.41,QRIS (Bank-based),1
2023-08-29,USER_01234,e99bf8ee-33fc-4a26-9337-2fb212e2bbec,5324.86,QRIS (Wallet-based),1
2023-08-29,USER_09491,30c5a168-316d-4d65-a364-b8634c2536d4,2386.99,QRIS (Wallet-based),1
2023-08-29,USER_06445,2d139edb-c707-4f54-abfe-6b989cb67789,856.10,QRIS (Bank-based),0
2023-08-29,USER_05897,13e57dfd-bf63-4cb5-8b16-b8da1bfbae76,306.79,QRIS (Wallet-based),1
2023-08-30,USER_08042,fb5d8ee8-ea99-48eb-8de0-41880d1fccd5,1197.19,QRIS (Wallet-based),0
2023-08-30,USER_09116,0fa3ead3-98f4-4640-b25d-8789cea046a6,1136.18,Non-QRIS (Cards),1
2023-08-30,USER_08946,1e6b10b2-3d7e-4706-a49b-34c93572cc7a,9532.34,Non-QRIS (Cards),0
2023-08-30,USER_00408,fe9560e5-9e12-4dd0-929d-800763bc52f7,1266.71,Non-QRIS (Cards),1
2023-08-30,USER_04676,d5efe40c-bf7d-4605-adba-bc69d2377cd4,8304.95,Non-QRIS (Cards),1
2023-08-30,USER_09923,d0befa55-6332-4b2f-b397-28d125abee3c,8833.85,Non-QRIS (Cards),1
2023-08-30,USER_01043,c0559ec4-0ef7-4a82-ba6e-acaa649ab3d9,4931.17,QRIS (Wallet-based),1
2023-08-31,USER_06172,8feff990-3565-42a4-98cf-90d6226633c2,7373.47,Non-QRIS (Cards),1
2023-08-31,USER_01705,0d709859-b99c-4bb8-bcbb-99c110b3c195,4045.53,QRIS (Bank-based),1
2023-08-31,USER_05568,f9ca2b21-5ae3-44e8-954e-1539d4303861,3895.70,QRIS (Wallet-based),1
2023-08-31,USER_00301,86f27294-3640-4fb5-a4db-c26be322fc82,5909.45,Non-QRIS (Cards),1
2023-08-31,USER_06067,aaedae88-6aaf-494c-b564-e2ada4f32e78,1617.22,QRIS (Bank-based),1
2023-08-31,USER_03315,1d91a53a-5cc2-4069-9512-7d17fca33849,1362.66,QRIS (Wallet-based),1
2023-08-31,USER_00414,567bb0e2-4418-47c4-8b9e-a69fa8c7b94f,4473.63,QRIS (Wallet-based),1
2023-08-31,USER_07678,c65659b7-0f14-479f-80ac-13641be52a12,5756.92,QRIS (Wallet-based),0
2023-08-31,USER_02353,7a92c0a1-e03a-47ff-aaf6-c0522db83e98,4832.85,QRIS (Wallet-based),1
2023-08-31,USER_05321,3cfe96d8-6754-489c-8c65-811c73673df9,2981.17,QRIS (Wallet-based),1
2023-09-01,USER_08451,4dc2ac6e-07d9-41dd-b5fa-bef7aa421344,1166.92,QRIS (Wallet-based),1
2023-09-01,USER_02656,d6cc8337-ce6e-4220-aca0-736ecf92ce40,2237.63,Non-QRIS (Cards),1
2023-09-01,USER_08017,e24d36e9-7e47-459d-96c0-5c73924170a2,598.18,Non-QRIS (Cards),1
2023-09-01,USER_02075,a98efd29-a73d-484f-9010-3b8e34ab1f57,9274.76,QRIS (Wallet-based),1
2023-09-01,USER_08782,dbe6994a-6a71-4093-9569-c7ba443182d9,9477.50,QRIS (Wallet-based),1
2023-09-01,USER_08433,e8fb8c65-4561-488d-b3b1-b8d74221ff03,5155.70,QRIS (Bank-based),1
2023-09-01,USER_04308,fd2b1891-c708-45bb-ab01-58d4880d42e9,372.37,QRIS (Wallet-based),1
2023-09-01,USER_08211,0818bade-9e45-4448-af13-cf1e1aa7e3c5,8107.72,QRIS (Bank-based),1
2023-09-01,USER_06373,23367a30-f0f3-417a-9994-36de7badfa2f,9491.63,QRIS (Bank-based),1
2023-09-01,USER_00698,fddc8a9f-2f89-4bd1-9bf5-f1e461c3463c,3218.18,Non-QRIS (Cards),1
2023-09-01,USER_04926,73f30f4c-7d3f-45c6-9349-5cfa023d7593,3589.73,QRIS (Bank-based),0
2023-09-01,USER_01698,3f9f4da0-4ab5-4f8e-9e48-1b50027b535f,5864.16,QRIS (Wallet-based),1
2023-09-01,USER_00532,53e8f8ae-5f2d-4209-8a70-9da829e8a720,945.04,QRIS (Wallet-based),1
2023-09-01,USER_05398,088a744f-c4b4-4cd9-b494-bc3fd6088dd8,3652.06,QRIS (Bank-based),1
2023-09-02,USER_02641,fa2e1f4d-08b9-4e3a-80cd-3a2b9a5fdb47,3555.68,Non-QRIS (Cards),1
2023-09-02,USER_01608,e1d470dd-a64c-438c-a07d-32221b66a264,5752.30,QRIS (Bank-based),0
2023-09-02,USER_03541,3661758f-a2a8-494e-bf70-50e880d0ecdf,2638.98,QRIS (Wallet-based),1
2023-09-02,USER_05974,1f6334e3-bad9-4a1d-b6b6-d442275f8b39,3920.15,Non-QRIS (Cards),1
2023-09-02,USER_09037,53f311ec-050b-4ea1-98f9-ffdda8f46fcb,3677.16,Non-QRIS (Cards),1
2023-09-02,USER_05270,4074fc74-5b67-4259-8181-a773ce888927,8516.79,QRIS (Bank-based),1
2023-09-02,USER_01958,910a901a-3602-434e-8502-1827a236cc7f,2380.44,Non-QRIS (Cards),1
2023-09-02,USER_00886,dab8db8e-a1e1-4fe7-947a-fde86302d7f8,6063.00,QRIS (Bank-based),1
2023-09-02,USER_00898,d200257d-b56c-4643-b10e-144e27bd5fcc,1902.67,Non-QRIS (Cards),1
2023-09-02,USER_08809,331661a8-4583-463b-b692-ab8839bf3db4,3754.59,Non-QRIS (Cards),1
2023-09-02,USER_00654,cd6a779a-ff0e-4b33-9dd9-0a340b4ed778,6107.51,QRIS (Bank-based),1
2023-09-02,USER_02819,a9351c6c-1e88-461c-a870-fc1f4c09b9f0,428.94,QRIS (Bank-based),1
2023-09-02,USER_05547,5a108e4b-3567-478e-8fe8-13098819a7f0,682.42,Non-QRIS (Cards),1
2023-09-02,USER_05720,7d5ddf66-d442-4ddd-aea0-b67b04b56e31,8583.88,Non-QRIS (Cards),1
2023-09-02,USER_04638,058012aa-0144-4af0-808a-033cb4e5a166,9212.94,QRIS (Wallet-based),1
2023-09-02,USER_09003,a5980a25-9f7a-4046-9511-2b515d79ac7e,916.85,QRIS (Wallet-based),1
2023-09-02,USER_08645,bbffee66-4f39-4d0d-b257-dc86b2b3aacb,1648.58,QRIS (Wallet-based),1
2023-09-02,USER_08934,de7eb810-33a9-48dc-897c-311a14b405ea,2443.03,Non-QRIS (Cards),1
2023-09-02,USER_00514,3d14c507-4e8b-4232-b2cd-2c76b77b4534,6962.62,QRIS (Wallet-based),1
2023-09-03,USER_02294,543a8050-273c-4b01-b97d-36db400321e2,377.52,QRIS (Wallet-based),1
2023-09-03,USER_03312,030d2ef3-c565-4a94-88aa-fc6d1ffe88d4,8153.90,Non-QRIS (Cards),1
2023-09-03,USER_02074,355c6a4c-d0dd-447e-b15b-4b5d08082ff6,9726.17,Non-QRIS (Cards),1
2023-09-03,USER_05613,300dbbe9-c028-4ab2-8919-34e8eeb31c8d,6574.17,Non-QRIS (Cards),1
2023-09-03,USER_01587,aa200192-7b52-453e-aab0-59369f33f6d2,2735.56,QRIS (Wallet-based),1
2023-09-03,USER_06019,22e3dede-a3ae-4609-b211-b1d99933c514,2295.83,QRIS (Bank-based),1
2023-09-03,USER_01432,32b6d29e-0140-4dc6-9599-e7c7f69f5a22,3760.00,QRIS (Bank-based),1
2023-09-04,USER_08132,e445a4ef-e56b-400c-94a1-032f12117e73,8716.43,QRIS (Bank-based),1
2023-09-04,USER_05470,1db3f7bb-5fe0-4f49-8951-bae6767f49d5,6195.65,Non-QRIS (Cards),1
2023-09-04,USER_05934,0c6bbac9-6402-4899-8fa2-7b5ded16481f,4332.15,QRIS (Wallet-based),1
2023-09-04,USER_03232,850423de-8678-4907-b36c-0bae8307bf1b,1447.42,QRIS (Bank-based),1
2023-09-04,USER_01357,d98c0335-d2bb-4259-be31-dea7ceaa34b6,66.40,QRIS (Wallet-based),1
2023-09-04,USER_03739,45a29b4f-8847-4627-835b-7eb0ba7831ed,7631.80,Non-QRIS (Cards),1
2023-09-04,USER_02393,da115f81-754a-450f-b3e2-7da040157e03,7364.10,QRIS (Wallet-based),1
2023-09-04,USER_09084,ddc35854-6561-4149-84ab-8cd6f8863bf7,2920.61,QRIS (Bank-based),1
2023-09-04,USER_03612,414a2ade-5b70-4fa7-af78-f8f36302026f,6417.39,QRIS (Wallet-based),1
2023-09-04,USER_09761,06f2e884-eb64-40bb-910d-9e5e5245a99e,2173.06,QRIS (Wallet-based),1
2023-09-04,USER_02259,202331f4-4214-4e08-be91-0744913596c8,3366.20,QRIS (Wallet-based),1
2023-09-04,USER_01625,8c00cbaa-08f0-4d3c-8a45-a3b727a4bee7,7496.70,Non-QRIS (Cards),1
2023-09-04,USER_07297,0c7ab0cf-f544-473f-87c6-cc3198e8d2cf,8172.63,Non-QRIS (Cards),1
2023-09-04,USER_03619,6ee77766-8fa0-4c05-ba7d-5a315d8ab621,4275.89,QRIS (Wallet-based),1
2023-09-04,USER_00638,cd4811f6-b9b3-4b3b-ba90-9b785553f7c1,5413.79,Non-QRIS (Cards),0
2023-09-04,USER_05831,ef251056-2d97-4eec-9367-c660ebaace5b,3969.47,QRIS (Wallet-based),1
2023-09-04,USER_08615,30fbd85d-cd3c-4ea5-b048-68bc215f3940,2385.83,QRIS (Bank-based),1
2023-09-05,USER_02212,a6dccf18-b7f0-4cfb-8b27-2129d89bc1c2,836.49,QRIS (Bank-based),1
2023-09-05,USER_03802,545c79a8-cc04-4cb2-aaa2-478ecd9948e6,4402.89,QRIS (Bank-based),1
2023-09-05,USER_02110,7260b278-f43a-4643-a81d-cfe7dadbf21b,7514.41,Non-QRIS (Cards),1
2023-09-05,USER_08040,bca4e221-9bdf-42cb-a942-3114a1a99d26,8498.91,QRIS (Bank-based),1
2023-09-05,USER_00129,7180c8be-6427-469a-8b03-980130998504,1786.58,Non-QRIS (Cards),1
2023-09-05,USER_03360,17968740-b356-4298-9aa1-7632a5e5097e,1235.83,QRIS (Bank-based),1
2023-09-05,USER_04883,befc7860-dbb1-4199-b811-78bf300e8fac,4687.13,QRIS (Bank-based),1
2023-09-05,USER_01936,8aca17c9-28db-4559-9ff7-6f9e1b7b65f2,4701.07,QRIS (Wallet-based),1
2023-09-05,USER_08983,2fb9233b-e9bd-426f-aba5-124bc2616113,5165.97,Non-QRIS (Cards),1
2023-09-05,USER_06197,1e037915-bbba-4c1a-9550-23c6f614b54d,1374.30,Non-QRIS (Cards),1
2023-09-05,USER_02530,9bc8b2dd-b152-4d46-bc6d-d6a7c25bfd02,933.09,QRIS (Wallet-based),1
